"","file","mission","program_name","DoD_component"
"82","16-F-0402_DOC_71_MQ-4C Triton_DEC_2015_SAR.pdf","The MQ-4C Triton Unmanned Aircraft System (MQ-4C Triton) is an integrated System of Systems and a force multiplier for the Joint Force and Fleet Commander, enhancing battlespace awareness and shortening the sensor-to-shooter kill chain. The system provides multiple-sensor, persistent maritime and littoral Intelligence, Surveillance and Reconnaissance data collection and dissemination as well as an airborne communications relay capability to Combatant Commanders, Expeditionary Strike Group Commanders, Carrier Strike Group Commanders, and other designated U.S. and Joint Commanders. The addition of a de-icing capability over the baseline Global Hawk provides operators with the capability to transition through icing conditions. The mission sensors installed on the MQ-4C Triton provide 360 degree radar and Electro -Optical/Infrared coverage. Additional functionality that optimizes the system for maritime search operations includes an Automatic Identification System and an Electronic Support Measures system. The MQ-4C Triton is a tactical, land-based, forward deployed platform that will operate from five operational sites (orbits) worldwide. It will provide surveillance when no other naval forces are present and will support operations in the littorals. Furthermore, the asset will respond to theater level operational or national strategic taskings.","MQ-4C Triton Unmanned Aircraft System (MQ-4C Triton)","Navy"
"83","16-F-0402_DOC_72_MUOS_DEC_2015_SAR.pdf","The Mobile User Objective System (MUOS) is a narrowband Military Satellite Communications (MILSATCOM) system that supports a worldwide, multi-Service population of mobile and fixed-site terminal users in the Ultra High Frequency (UHF) band, providing increased communications capabilities to smaller terminal users while still supporting interoperability to legacy terminals.","Mobile User Objective System (MUOS)","Navy"
"84","16-F-0402_DOC_73_NMT_DEC_2015_SAR.pdf","The Navy Multiband Terminal (NMT) Program is the next generation maritime military satellite communications terminal. The NMT Program is the required Navy component to the Advanced Extremely High Frequency (AEHF) Program for enhancing protected and survivable satellite communications for Naval forces. NMT multiband capabilities will communicate via two way Ka-Band on Wideband Global Satellite Communication (SATCOM) (WGS) and via X-Band on the Defense Satellite Communications System and WGS. NMT will operate in the Extremely High Frequency (EHF)/AEHF Low Data Rate, Medium Data Rate, and Extended Data Rate communication modes. NMT will sustain the Military SATCOM architecture by providing connectivity across the spectrum of mission areas to include land, air, and naval warfare, special operations, strategic nuclear operations, strategic defense, theater missile defense, and space operations and intelligence. The NMT system will replenish and improve on the capabilities of both the MILSTAR system and WGS system by equipping the warfighters with the assured, jam resistant, secure communications as described in the ORD for the joint AEHF Satellite Communications (AFSPC ORD 004-99, October 2000) and WGS System (Wideband Gapfiller System ORD, May 3, 2000), and the NMT CPD (NMT CPD 769-6F-08, November 18, 2008). The AEHF system will provide crosslinks within the constellation as well as between AEHF satellites and MILSTAR satellites in the backwards-compatible mode. Mission requirements specific to Navy operations, including threat levels and scenarios, are contained in the AEHF ORD. NMT will be a FORCEnet enabler by providing critical protected bandwidth for warfighter information services.","Navy Multiband Terminal (NMT)  DSN Fax:","Navy"
"85","16-F-0402_DOC_74_P-8A_DEC_2015_SAR.pdf","The primary roles of P-8A Poseidon Multi-mission Maritime Aircraft (P-8A) are persistent Anti-Submarine Warfare and Anti- Surface Warfare. The P-8A is the replacement system for the P-3C, Orion. The P-8A, is based on the 737-800 ERX developed by The Boeing Company. The management of the contracted effort is located at The Boeing Company in Seattle, Washington. The system requirements are based on the P-8A CPD #791-88-09, validated and approved on June 22, 2009. The P-8A system will sustain and improve the armed maritime and littoral Intelligence, Surveillance, and Reconnaissance capabilities for United States Naval forces in traditional, joint and combined roles to counter changing and emerging threats. The P-8A program is structured on an evolutionary systems replacement approach that aligns the processes employed for requirements definition, acquisition strategy, and system development into a dynamic and flexible means to attain the strategic vision for tomorrow's Naval forces. The P-8A is part of the Maritime Patrol and Reconnaissance Force Family of Systems that also includes the MQ-4C Triton Unmanned Aircraft System, the EP-3, and the Tactical Operations Center.","P-8A Poseidon Multi-Mission Maritime Aircraft (P-8A)","Navy"
"86","16-F-0402_DOC_75_RMS_DEC_2015_SAR.pdf","The Remote Minehunting System (RMS) is a mine reconnaissance system designed for the detection, classification, identification, and localization of bottom and moored mines in shallow and deep water. The RMS is a fully integrated system consisting of a semi-submersible Remote Multi-Mission Vehicle (RMMV) with a tethered, towed variable depth sensor, the AN/AQS-20. The RMMV is a high-endurance, semi-autonomous, low-observable, unmanned vehicle. The AN/AQS-20, a separate Acquisition Category II program, incorporates five separate sonars/sensors (side-look sonar, forward-look sonar, volume search sonar, gap fill sonar, and electro-optical identification sensor) in a compact, lightweight, and hydrodynamically stable towed body. The AN/AQS-20 localizes mine-like objects and provides the operator with a visual image and a contact data list. All mission data is recorded by the Littoral Combat Ship (LCS) for post-mission analysis. Line -of-Sight and Over-the-Horizon communication provides vehicle Command and Control and mine reconnaissance sensor data transmission. The RMS will provide the Navy the capability to keep ships and Sailors out of the minefield and will be deployed from the LCS as part of the Mine Countermeasures Mission Package (MCM MP).","Remote Minehunting System (RMS)","Navy"
"87","16-F-0402_DOC_76_MIDS_DEC_2015_SAR.pdf","The Multifunctional Information Distribution System (MIDS) program consists of two products, MIDS Low Volume Terminal (MIDS-LVT) and MIDS Joint Tactical Radio System (MIDS JTRS).","Multifunctional Information Distribution System (MIDS)","Navy"
"88","16-F-0402_DOC_77_TACTOM_DEC_2015_SAR.pdf","The Tactical Tomahawk RGM-109E/UGM-109E Missile (TACTOM) counters threats against United States Forces by destroying fixed and mobile targets, which include command, control and logistic systems, industrial and other high value targets, and fixed and mobile defense systems. The Tomahawk Weapons System (TWS) consists of the TACTOM missile, the Tomahawk Mission Planning Center (TMPC), and the Tactical Tomahawk Weapons Control System (TTWCS). TACTOM is an ACAT IC program, TMPC is an ACAT II program, and TTWCS is an ACAT III program. TACTOM provides major modernization to the existing Tomahawk technology by increasing responsiveness and flexibility at a more affordable production unit cost.","Tactical Tomahawk RGM-109E/UGM-109E Missile (TACTOM)","Navy"
"89","16-F-0402_DOC_78_DDG_51_Dec_2015_SAR_FINAL_Redacted.pdf","The DDG 51 Arleigh Burke Class Guided Missile Destroyer (DDG 51) is a multi-mission guided missile destroyer designed to operate offensively and defensively, independently, or as units of Carrier Strike Groups, Expeditionary Strike Groups, and Missile Defense Action Groups in multi-threat environments that include air, surface, and subsurface threats. These ships will respond to Low Intensity Conflict/Coastal and Littoral Offshore Warfare scenarios as well as open ocean conflict providing or augmenting power projection, forward presence requirements, and escort operations at sea. Flight IIA ships have introduced new capabilities, Cooperative Engagement Capability (CEC) and a MK-45 Gun that will provide improved air and anti-missile defense and improved land attack.","DDG 51 Arleigh Burke Class Guided Missile Destroyer (DDG 51)","Navy"
"90","16-F-0402_DOC_79_PNO374_Draft_SAR_Dec_2015_FINAL_Redacted.pdf","The role of the Littoral Combat Ship (LCS) is to provide joint forces access in the littoral. LCS is designed to be a fast, agile, and networked surface combatant. It will focus on three primary anti-access mission areas within Littoral Surface Warfare operations: prosecution of small boats, mine warfare, and littoral anti-submarine warfare. Its high speed and ability to operate at economical loiter speeds will enable fast and calculated responses to small boat threats, mine laying and quiet diesel submarines. LCS employment of networked sensors for Intelligence, Surveillance, and Reconnaissance in support of Special Operations Forces will directly enhance littoral mobility. Its shallow draft will allow easier excursion into shallower areas for both mine countermeasures and small boat prosecution. Using LCS against these asymmetric threats will enable Joint Commanders to concentrate multi-mission combatants on primary missions such as precision strike, battle group escort and theater air defense.","Littoral Combat Ship (LCS)","Navy"
"91","AB3A_REMANUFACTURE-SAR_31_DEC_2011.pdf","The Apache Block III (AB3) is the heavy attack helicopter of the current and future force. It is a twin engine, four bladed, tandem seat, attack helicopter with 30mm ammunition, 2.75"" rockets, laser & Radio Frequency (RF) Hellfire missiles. AB3 is the Army's network-centric, multi-role weapon system within the Future Modular Force (FMF). It will provide the capability to simultaneously conduct (or quickly transition between) close combat, mobile strike, armed reconnaissance, security and vertical maneuver missions across the full spectrum of warfare from Stability And Support Operations (SASO) to Major Combat Operations (MCO) when required in day, night, obscured battlefield and adverse weather conditions. AB3 will enable the Joint Air/Ground Maneuver Team to dominate the battle space by providing air-ground synergy through real-time Intelligence, Surveillance and Reconnaissance (ISR) information and responsive precision fires. AB3 will be linked to Joint and Combined Arms Air/Ground Maneuver Teams via Enhanced Digital Communications, Unmanned Aircraft Systems (UAS) Data Link and Joint Networking waveforms.","APACHE BLOCK IIIA REMANUFACTURE (AB3A REMANUFACTURE)","Army"
"92","AB3B_NEW_BUILD-SAR_31_DEC_2011.pdf","The Apache Block III (AB3) is the heavy attack helicopter of the current and future force. It is a twin engine, four bladed, tandem seat, attack helicopter with 30mm ammunition, 2.75"" rockets, laser & Radio Frequency (RF) Hellfire missiles. AB3 is the Army's network-centric, multi-role weapon system within the Future Modular Force (FMF). It will provide the capability to simultaneously conduct (or quickly transition between) close combat, mobile strike, armed reconnaissance, security and vertical maneuver missions across the full spectrum of warfare from Stability And Support Operations (SASO) to Major Combat Operations (MCO) when required in day, night, obscured battlefield and adverse weather conditions. AB3 will enable the Joint Air/Ground Maneuver Team to dominate the battle space by providing air-ground synergy through real-time Intelligence, Surveillance and Reconnaissance (ISR) information and responsive precision fires. AB3 will be linked to Joint and Combined Arms Air/Ground Maneuver Teams via Enhanced Digital Communications, Unmanned Aircraft Systems (UAS) Data Link and Joint Networking waveforms.","APACHE BLOCK IIIB NEW BUILD (AB3B NEW BUILD)","Army"
"93","B-2_RMP-SAR-25_SEP_2011.pdf","The currently fielded B-2 radar system, designated the AN/APQ-181, was developed on the original B-2 Engineering and Manufacturing Development contract. The AN/APQ-181 is a multi-mode radar designed to support a wide variety of missions and functions. The primary requirements are to provide navigation updates, support penetration of enemy air defenses, support rendezvous with tanker aircraft and other B-2s, support bomb damage assessment, detect hazardous weather, support weapons delivery, determine runway status, and operate with a low probability of intercept. This last requirement resulted in the radar designed to operate in a frequency spectrum where the government is considered a secondary user.","B-2 Radar Modernization Program","Air Force"
"94","C-130_AMP-SAR_31_DEC_2011.pdf","The C-130 Avionics Modernization Program (AMP) consolidates and installs the mandated Air Force Navigation/Safety modifications, the Communications Navigation Surveillance/Air Traffic Management (CNS/ATM) capabilities, and the C-130 Broad Area Review requirements on 221 of the Air Force's Combat Delivery C-130s. These mandated modifications are incorporated with various other Reliability, Maintainability, and Sustainability upgrades to include: installation of fleet-wide radars, aircrew displays, dual autopilots, dual flight management systems and HF/UHF/VHF radios/data links. AMP will allow this fleet complete access to the CNS/ATM-mandated national and international air space for the foreseeable future.","C-130 Avionics Modernization Program (C-130 AMP)","Air Force"
"95","COBRA_JUDY_REPLACEMENT-SAR_31_DEC_2011.pdf","The COBRA JUDY REPLACEMENT (CJR) program replaces the capability of the current United States Naval Ship (USNS) Observation Island (OBIS), its COBRA JUDY radar suite, and other mission essential systems. CJR will fulfill the same mission as the current COBRA JUDY/OBIS. CJR will collect foreign ballistic missile data in support of international treaty verification.","Cobra Judy Replacement (COBRA JUDY REPLACEMENT)","Navy"
"96","F-A-18E-F_December_2012_SAR.pdf","The F/A-18E/F Super Hornet is the second major model upgrade since the inception of the F/A-18 aircraft program. The single-seat F/A-18E and the two-seat F/A-18F are high performance, twin-engine, mid-wing, and multi-mission tactical aircraft designed to replace the F/A-18C (single-seat) and F/A-18D (two-seat) aircraft as they reach the end of their service lives and retire. The F/A-18E/F is designed to meet current Navy fighter escort and interdiction mission requirements, to maintain F/A-18 fleet air defense and close air support roles, as well as an increasing range of missions, including Forward Air Controller (Airborne) and Aerial Tanking, as the F/A-18E/F has proven capability to replace the S-3 as an aerial tanker. F/A-18E/F enhancements include increased range and improved carrier suitability required for the F/A-18 to continue its key strike fighter role against the advanced threats of the 21st century.","F/A-18E/F Super Hornet Aircraft (F/A-18E/F)","Navy"
"97","HIMARS-SAR_31_DEC_2011.pdf","The High Mobility Artillery Rocket System (HIMARS) fully supports the joint early-entry expeditionary forces, contingency forces, and Modular Fires Brigades. HIMARS is a C-130 transportable (combat loaded), wheeled, indirect fire launcher system that is capable of firing all rockets and missiles in the current and future Multiple Launch Rocket System (MLRS) Family of Munitions (MFOM) to include Guided Multiple Launch Rocket System (GMLRS) (Dual Purpose Improved Conventional Munition (DPICM) and Unitary) and Army Tactical Missile System (ATACMS) (Block I, II, and Unitary). The HIMARS launcher is mounted on a modified Family of Medium Tactical Vehicles (FMTV) 6X6 all-wheel drive 5-ton truck chassis. HIMARS provides rocket/missile capability to joint, current and future forces through a lighter weight, more deployable system in both early and forced entry scenarios. The HIMARS mission, as part of the MLRS fleet of launchers, is to provide field artillery medium and long-range rocket and long- range missile fires in support of Brigade Combat Teams. HIMARS, as part of the Modular Fires Brigade, provides fires that shape the battlefield, and shield the force. HIMARS will replace select MLRS M270 launcher units, as well as selected M198 Howitzer units. The United States Marine Corps will procure two battalions of HIMARS.","High Mobility Artillery Rocket System (HIMARS)","Army"
"98","JHSV_December_2012_SAR.pdf","The Joint High Speed Vessel (JHSV) is a shallow draft, commercial-based ship capable of intra-theater personnel and cargo lift providing combatant commanders high-speed sealift mobility with inherent cargo handling capability and agility to achieve positional advantage over operational distances. Bridging the gap between low-speed sealift and high-speed airlift, the JHSV will transport personnel, equipment, and supplies over operational distances with access to littoral offload points including austere, minor and degraded ports in support of the Global War on Terrorism (GWOT)/Theater Security Cooperation Program (TSCP); Intra-theater Operational/Littoral Maneuver and Sustainment; and Seabasing. The JHSV will enable the rapid projection, agile maneuver, and sustainment of modular, tailored forces in response to a wide range of military and civilian contingencies such as Non-Combatant Evacuation Operations, humanitarian assistance, and disaster relief.","Joint High Speed Vessel (JHSV)","Navy"
"99","JPATS_December_2012_SAR.pdf","The Joint Primary Aircraft Training System (JPATS) is a United States Air Force (USAF)/United States Navy (USN)/United States Army (USA) program to replace USAF's T-37B aircraft, USN's T-34C aircraft, and the associated Ground Based Training Systems (GBTS); and add four T-6B aircraft with hardpoint wings for the Army Test and Evaluation Command mission requirements. The Air Force and Navy aircraft and GBTS are being used to train entry-level students in the fundamentals of flying so they can transition into advanced training tracks leading to rated qualification. The Army aircraft will be used as chase assets for test and evaluation missions.","Joint Primary Aircraft Training System (JPATS)","Air Force"
"100","JTRS_GMR-SAR_31_DEC_2011.pdf","The Joint Tactical Radio Systems (JTRS) Ground Mobile Radios (GMR) will enable the Services to acquire and field a family of affordable, scalable, high capacity, interoperable radio sets based on a common set of JTRS Application Programming Interfaces (APIs) developed in accordance with the JTRS Software Communications Architecture (SCA). The JTRS is a key enabler of the DOD and Army Transformation and will provide critical communications capabilities across the full spectrum of operations in a Joint environment. It is a Joint program encompassing the incorporation of the JTRS Network Enterprise Domain (NED) developed waveforms (porting) and Ground Vehicular applications.","Joint Tactical Radio System Ground Mobile Radio (formerly Cluster 1) (JTRS GMR)","DoD"
"101","JTRS_NED-SAR_31_DEC_2011.pdf","The Joint Tactical Radio System (JTRS) Network Enterprise Domain (NED) (formerly Joint Waveform Program) Program Office manages the development and sustainment of three categories of products or software applications: legacy waveforms, networking waveforms, and Network Enterprise Services (NES). These JTRS NED software applications are components of JTRS radios and support net-centric operational warfare at sea, in the air, and on the ground. Legacy waveforms, when instantiated on a JTRS radio, produce radio performance qualities consistent and interoperable with corresponding DoD radio systems. Legacy waveform acquisition is based on developing products that mimic legacy radio performance through software, as defined by increments by the Joint Capabilities Integration and Development System (JCIDS) process in the JTRS Operational Requirements Document (ORD) and follow-on Capability Development Documents. Networking waveforms, when integrated on JTRS radios, provide Internet Protocol (IP) based networked communications that can extend the Global Information Grid (GIG) to the last tactical mile.","Joint Tactical Radio System Network Enterprise Domain (JTRS NED)","DoD"
"102","LAIRCM-SAR-25_SEP_2011.pdf","Large Aircraft Infrared Countermeasures (LAIRCM) provides defense for large aircraft from widespread and growing threat of man-portable air defense systems (MANPADs), shoulder fired and mobile launched infrared (IR) surface-to- air missiles. The LAIRCM system autonomously detects, declares, tracks, and jams infrared (IR) threat missiles to create a miss, resulting in aircrew and aircraft protection. The system has no interoperability requirements outside the platform on which it is installed. The LAIRCM system consists primarily of four subsystem components: a System Processor (SP), a Control Indicator Unit (CIU), an AAR-54 Missile Warning System (MWS) and a laser transmitter assembly. Initially the program used the Small Laser Transmitter Assembly (SLTA); however, most new installations incorporate the improved transmitter assembly termed the Guardian Laser Transmitter Assembly (GLTA). The GLTA has the following advantages over the SLTA: reduced turret procurement cost; significant reliability improvement; increased energy on target; and weight and drag reductions.","Large Aircraft Infrared Countermeasures","Air Force"
"103","LUH_December_2012_SAR.pdf","The Army currently utilizes a mix of rotary wing aircraft to accomplish a wide range of administrative and logistical missions, as well as supporting the Homeland Security (HLS) role assigned to selected units of the Army National Guard. These aircraft provide General Support (GS) at various posts, camps, and stations both in the Continental United States and Outside the Continental United States. In most instances, the aircraft now assigned to these missions have reached their serviceable life limit and must be replaced. In other cases, the aircraft used in this role are UH-60 Black Hawks, which are much more capable than required for the role and are more costly to operate and maintain. The light, GS mission requirements are satisfied by Tables of Organization and Equipment (TOE) and Tables of Distribution and Allowances (TDA) aircraft within both active and reserve components. GS TOE mission requirements include time-sensitive transport for urgently needed supplies, parts, equipment, documents, and/or personnel. The TDA light GS mission needs include observer/controller aircraft at Combat Training Centers, aircraft to provide force protection and installation security in sensitive areas (e.g., test sites, ranges, etc.), and chase/instrumentation aircraft for technical or operational testing.","Light Utility Helicopter (LUH)","Army"
"104","MP-RTIP-SAR_31_DEC_2011.pdf","The Multi-Platform Radar Technology Insertion Program (MP-RTIP) is the result of a restructuring of the Joint Surveillance Target Attack Radar System (Joint STARS) Radar Technology Insertion Program, formerly a Pre- Planned Product Improvement to Joint STARS. MP-RTIP is developing modular, scalable, surveillance and reconnaissance radar(s) to be installed on the RQ-4B Block 40 Global Hawk Unmanned Aerial Vehicle (UAV). Under current OUSD/AT&L direction, the E-10A Technology Development Program and the associated MP-RTIP Wide Area Surveillance development were terminated, receiving zero funds in FY 2008 and beyond. The MP-RTIP Selected Acquisition Report includes only Research, Development, Test and Evaluation funding since radars will be procured and budgeted by the host platforms. At this time, the North Atlantic Treaty Organization (NATO) has chosen the Global Hawk Block 40 UAV platform for the NATO Alliance Ground Surveillance program.","Multi-Platform Radar Technology Insertion Program (MP-RTIP)","Air Force"
"105","NAVSTAR_GPS_December_2012_SAR.pdf","The Navstar Global Positioning System (GPS) is a space-based radio positioning, navigation, and time distribution system. GPS provides precise, continuous, all-weather, common-grid positioning, velocity, navigation, and time reference capability to civil, commercial, and military users worldwide. Military mission areas supported include: navigation and position fixing; air interdiction; close air support; special operations; strategic attack; counter-air and aerospace defense; theater and tactical command, control, communications and intelligence; precision munitions guidance; and ground/sea warfare. GPS also carries a suite of nuclear detonation detection system sensors as a secondary payload. These sensors provide worldwide, near realtime, 3-dimensional location of nuclear detonations.","NAVSTAR Global Positioning System (NAVSTAR GPS)","Air Force"
"106","NPOESS-SAR_31_DEC_2011.pdf","The National Polar-orbiting Operational Environmental Satellite System (NPOESS) program was required to provide, for a period of at least 10 years, a remote sensing capability to acquire, receive at ground terminals, and disseminate to processing centers, global and regional environmental imagery and specialized meteorological information. This includes climatic, terrestrial, oceanographic, solar-geophysical and other data supporting Department of Commerce (DoC)/National Oceanic and Atmospheric Administration (NOAA) mission requirements, and Department of Defense (DoD) peacetime and wartime missions.","National Polar-orbiting Operational Environmental Satellite System (NPOESS)","Air Force"
"107","STRYKER-SAR_31_DEC_2011.pdf","Mission: The Stryker Family of Vehicles (excluding Double V-Hull (DVH)) is air transportable in a C-130 aircraft, capable of immediate employment upon arrival in the area of operations, and maximizes commonality among variants. The Stryker Brigade Combat Team (SBCT) provides an immediate improvement in national, conventional deterrence by establishing the capability to place a credible combat force on the ground anywhere in the world within 96 hours from liftoff. The BCT is a self-contained organization, which enhances strategic responsiveness by providing a base unit that is fully mobile and completely air deployable by C-130 tactical lift aircraft (excluding DVH). It is a force which is essential in providing the strategic responsiveness and full spectrum versatility demanded by the National Military Strategy.","Stryker Family of Vehicles (STRYKER)","Army"
"108","T-AKE-SAR-25_SEP_2011.pdf","The LEWIS and CLARK Class Dry Cargo/Ammunition Ship (T-AKE) acquisition program will provide a two product (ammunition and combat stores - including dry stores, frozen and chilled products, spare parts and consumables) replacement for the aging single product combat stores (T-AFS) and ammunition (T-AE) shuttle ships. Working in concert with an oiler (T-AO), the team can perform a ""substitute"" station ship mission that will allow the retirement of the three product fast combat support ships (AOE 1 Class). In its shuttle role, T-AKE will provide logistics lift to station ships and other ships operating with naval sources from supply sources, such as friendly ports, and at sea from Modular Cargo Delivery System (MCDS) equipped merchant vessels.","T-AKE LEWIS and CLARK Class Dry Cargo/Ammunition Ship","Navy"
"109","Tactical_Tomahawk_December_2012_SAR.pdf","The Tomahawk Missile counters threats against United States Forces by destroying fixed and mobile targets, which include command, control and logistic systems, industrial and other high value targets, and fixed and mobile defense systems. The Tomahawk Weapons System (TWS) consists of the Block IV Tactical Tomahawk All-Up-Round (AUR) missile, the Tomahawk Command and Control System (TC2S), and the Tactical Tomahawk Weapons Control System (TTWCS). The AUR is an Acquisition Category (ACAT) IC program, TC2S is an ACAT II program, and TTWCS is an ACAT III program. Block IV Tactical Tomahawk provides major modernization to the existing Tomahawk technology by increasing responsiveness and flexibility at a more affordable production unit cost.","Tactical Tomahawk RGM-109E/UGM 109E Missile (Tactical Tomahawk)","Navy"
"110","TWS-SAR_31_DEC_2011.pdf","The AN/PAS-13(V) Thermal Weapon Sight (TWS) allows the Soldier to acquire and engage targets in all weather conditions. The TWS program supports the Army's objectives by increasing the individual Soldier's situational awareness, lethality, mobility and survivability during periods of significantly reduced visibility. TWS is used with a variety of individual and crew served weapons. The TWS supports the tactical level of war enabling the individual Soldier to see, understand, and act first. The TWS program provides the Soldier with advanced imaging technologies today. The TWS consists of an uncooled thermal imaging device. It significantly improves mounted and dismounted operational capability and supports weapon system performance, by increasing target acquisition range and enabling both day and night vision through smoke, fog, battlefield obscurants and in extremely low light levels. The TWS is produced in three configurations (light, medium, and heavy) to support the target acquisition range of the varied weapon systems. The TWS satisfies an immediate capability gap providing thermal imagery for the individual Soldier and is poised to capitalize on advances in technology, providing enhancements in all operating environments as well as size, weight and power improvements.","Thermal Weapon Sight, AN/PAS-13(V) (TWS)","Army"
"111","WIN-T_INCREMENT_1-SAR_31_DEC_2011.pdf","Warfighter Information Network-Tactical (WIN-T) is the implementation of the Army's strategy to achieve a world- class Joint expeditionary network, enabled by information technologies that support the goals of the Army Campaign Plan and other Army/Joint mandates. WIN-T is a cornerstone tactical communications system supporting the implementation of the LandWarNet strategy during the 2007 to 2025 time-frame. The WIN-T program is establishing a single integrating framework creating a network of networks for the Army.","Warfighter Information Network-Tactical Increment 1 (WIN-T INCREMENT 1)","Army"
